Time,proximity,ambient,leanForward,qW,qX,qY,qZ,aX,aY,aZ
1499782214578,3434,941,50.59192,-0.8823850000000001,0.1297,-0.407166,-0.197083,0.14,-0.18,0.14
1499782214631,3435,941,50.695525,-0.881775,0.129456,-0.408081,-0.197998,0.26,0.04,0.26
1499782214684,3425,941,50.319271,-0.88208,0.127563,-0.405579,-0.203003,-0.17,-0.02,-0.17
1499782214736,3416,941,49.969337,-0.8827510000000001,0.12731900000000002,-0.40271,-0.20575,0.45,-0.28,0.45
1499782214789,3421,920,49.372091,-0.8839110000000001,0.126221,-0.398071,-0.210327,0.26,-0.12,0.26
1499782214842,3429,920,48.74054,-0.884827,0.12658699999999998,-0.3927,-0.216309,-0.26,-0.03,-0.26
1499782214894,3435,920,48.438533,-0.884705,0.128296,-0.389648,-0.221375,0.16,-0.02,0.16
1499782214947,3443,920,48.008857,-0.8848879999999999,0.130249,-0.385376,-0.226868,0.0,-0.19,0.0
1499782215000,3479,920,47.845478,-0.884216,0.133606,-0.382874,-0.231812,0.07,0.44,0.07
1499782215055,3492,920,47.759034,-0.884094,0.13531500000000002,-0.381531,-0.23345900000000006,0.08,-0.14,0.08
1499782215111,3516,920,47.807786,-0.883606,0.136047,-0.381714,-0.23468000000000006,0.11,0.29,0.11
1499782215166,3521,920,47.869844,-0.8831180000000001,0.136658,-0.382019,-0.235657,0.01,0.18,0.01
1499782215222,3517,920,47.881431,-0.883179,0.136353,-0.382202,-0.235229,0.13,0.18,0.13
1499782215277,3513,397,47.50027100000001,-0.8833620000000001,0.136902,-0.378784,-0.239746,0.23,0.6,0.23
1499782215333,3519,397,47.19243,-0.884583,0.13677999999999998,-0.376221,-0.23938,-0.15,-0.39,-0.15
1499782215388,3518,397,46.952415,-0.8852540000000001,0.13677999999999998,-0.374146,-0.240051,-0.11,-0.13,-0.11
1499782215444,3518,397,46.777216,-0.885498,0.137939,-0.372253,-0.241516,-0.05,0.06,-0.05
1499782215500,3531,397,46.706774,-0.8858030000000001,0.138855,-0.371277,-0.241272,0.07,0.03,0.07
1499782215555,3574,397,46.64131,-0.885498,0.139709,-0.370422,-0.243286,-0.08,-0.2,-0.08
1499782215611,3590,397,46.68553,-0.885315,0.139099,-0.370972,-0.243286,-0.11,-0.03,-0.11
1499782215666,3625,397,46.693155,-0.8850100000000001,0.138672,-0.371216,-0.244324,0.06,0.04,0.06
1499782215722,3619,397,46.631549,-0.8845209999999999,0.138855,-0.370667,-0.246948,0.05,-0.03,0.05
1499782215777,3585,397,46.514854,-0.884338,0.138672,-0.36969,-0.249023,-0.12,-0.05,-0.12
1499782215833,3568,397,46.229221,-0.884949,0.137817,-0.367615,-0.250549,0.0,-0.15,0.0
1499782215888,3575,382,45.850434,-0.8851319999999999,0.135254,-0.365295,-0.254578,0.0,0.28,0.0
1499782215944,3552,382,45.650558,-0.8856200000000001,0.134705,-0.36377,-0.25531,0.0,-0.05,0.0
1499782216000,3540,382,45.450476,-0.885986,0.135437,-0.361816,-0.256531,0.21,-0.07,0.21
1499782216052,3538,382,45.324816,-0.885986,0.13684100000000002,-0.360168,-0.257996,-0.18,0.0,-0.18
1499782216105,3565,382,45.294589,-0.885864,0.137939,-0.359497,-0.258789,-0.1,-0.02,-0.1
1499782216157,3580,382,45.267655,-0.8860469999999999,0.138489,-0.359009,-0.258423,0.11,0.13,0.11
1499782216210,3591,382,45.353608,-0.8861690000000001,0.138245,-0.359924,-0.25708000000000003,-0.14,0.33,-0.14
1499782216263,3571,382,45.333989,-0.8867799999999999,0.136536,-0.360352,-0.255127,-0.06,0.15,-0.06
1499782216315,3520,382,45.086496,-0.887634,0.13623,-0.358398,-0.255249,-0.28,-0.24,-0.28
1499782216368,3515,382,44.891718,-0.8887940000000001,0.134216,-0.357422,-0.253479,0.24,0.04,0.24
1499782216421,3509,451,44.486304,-0.889526,0.132202,-0.354675,-0.255798,0.34,-0.11,0.34
1499782216473,3481,451,44.01594,-0.889526,0.135498,-0.34936500000000004,-0.261353,-0.06,-0.13,-0.06
1499782216526,3480,451,43.894361,-0.8906860000000001,0.137878,-0.347412,-0.25885,-0.1,0.08,-0.1
1499782216578,3481,451,44.118575,-0.8929440000000001,0.141235,-0.348022,-0.24823,0.11,0.41,0.11
1499782216631,3503,451,45.344857,-0.8899540000000001,0.144714,-0.3573,-0.243774,2.32,-0.18,2.32
1499782216684,3495,451,44.664833,-0.892273,0.142456,-0.352295,-0.243896,-2.05,0.31,-2.05
1499782216736,3482,451,45.327848,-0.890076,0.143005,-0.357788,-0.243469,-0.43,0.29,-0.43
1499782216789,3472,451,45.614089,-0.8890379999999999,0.143799,-0.359985,-0.243652,-0.06,0.09,-0.06
1499782216842,3455,451,45.961979,-0.8878780000000001,0.144958,-0.362488,-0.243347,-0.11,0.16,-0.11
1499782216894,3446,451,46.350679,-0.886719,0.146301,-0.365356,-0.242615,-0.07,0.0,-0.07
1499782216947,3447,469,46.755467,-0.885437,0.1474,-0.368408,-0.242004,-0.07,0.14,-0.07
1499782217000,3442,469,47.066923,-0.8846440000000001,0.148438,-0.370667,-0.24078400000000005,-0.23,-0.14,-0.23
1499782217055,3459,469,48.120586,-0.881653,0.150757,-0.378784,-0.23761,0.84,0.0,0.84
1499782217111,3466,469,47.832738,-0.88269,0.150146,-0.376587,-0.23773200000000005,-0.67,0.09,-0.67
1499782217166,3481,469,47.992601,-0.882446,0.150879,-0.377625,-0.236389,0.28,0.0,0.28
1499782217222,3489,469,48.06069,-0.88269,0.151611,-0.37793,-0.234558,0.02,0.1,0.02
1499782217277,3486,469,47.998483,-0.8831180000000001,0.151978,-0.377258,-0.23382600000000006,-0.14,0.11,-0.14
1499782217333,3482,469,48.067721,-0.8831180000000001,0.15246600000000002,-0.377686,-0.23291,0.22,-0.1,0.22
1499782217388,3465,469,48.013112,-0.8832399999999999,0.152222,-0.377319,-0.233215,-0.16,0.05,-0.16
1499782217444,3452,624,48.098751,-0.882935,0.152344,-0.377991,-0.233154,0.55,0.0,0.55
1499782217500,3443,624,48.010728,-0.882935,0.15173299999999998,-0.377441,-0.234314,-0.6,-0.11,-0.6
1499782217555,3446,624,48.218968,-0.882019,0.151855,-0.379211,-0.234924,0.16,0.13,0.16
1499782217611,3442,624,48.250281,-0.8817139999999999,0.15155,-0.379578,-0.235596,0.0,-0.01,0.0
1499782217666,3439,624,48.223465,-0.881409,0.153076,-0.378784,-0.237183,-0.16,0.02,-0.16
1499782217722,3434,624,48.360248,-0.8803709999999999,0.154053,-0.379517,-0.239075,-0.11,-0.02,-0.11
1499782217777,3433,624,48.451602,-0.879517,0.155029,-0.379944,-0.241028,0.05,-0.01,0.05
1499782217833,3435,624,48.464923,-0.8790889999999999,0.15576199999999998,-0.3797,-0.24231,0.1,0.15,0.1
1499782217888,3433,624,48.471167,-0.878784,0.15631099999999998,-0.379578,-0.243408,0.03,-0.04,0.03
1499782217944,3436,624,48.588354,-0.878296,0.156433,-0.380493,-0.24353,-0.07,0.06,-0.07
1499782218000,3432,690,48.676154,-0.8779299999999999,0.156555,-0.381226,-0.243713,-0.14,0.09,-0.14
1499782218052,3433,690,48.847667,-0.8773799999999999,0.156616,-0.38269,-0.243408,0.16,-0.03,0.16
1499782218105,3436,690,49.050359,-0.87677,0.156677,-0.384399,-0.242859,-0.02,0.01,-0.02
1499782218157,3438,690,49.308024,-0.876099,0.156921,-0.386536,-0.241821,0.17,-0.02,0.17
1499782218210,3439,690,49.366131,-0.8760379999999999,0.15673800000000002,-0.387085,-0.241211,-0.02,-0.03,-0.02
1499782218263,3449,690,49.170278,-0.876648,0.15625,-0.38562,-0.241699,0.0,0.0,0.0
1499782218315,3452,690,49.10427,-0.876892,0.15564,-0.385254,-0.241638,0.08,0.05,0.08
1499782218368,3453,690,49.037486,-0.8771969999999999,0.155151,-0.384888,-0.24145500000000006,0.13,0.01,0.13
1499782218421,3449,690,48.937303,-0.8775629999999999,0.15478499999999998,-0.384155,-0.24145500000000006,0.02,0.01,0.02
1499782218473,3451,690,48.86531,-0.877869,0.154724,-0.383606,-0.241394,-0.1,0.0,-0.1
1499782218526,3449,721,48.74465,-0.8783569999999999,0.154602,-0.382629,-0.241272,0.02,0.06,0.02
1499782218578,3438,721,48.655743,-0.8786010000000001,0.154602,-0.381897,-0.241638,-0.09,0.0,-0.09
1499782218631,3432,721,48.608576,-0.878784,0.154358,-0.381531,-0.241516,0.0,-0.05,0.0
1499782218684,3432,721,48.57152,-0.878967,0.154297,-0.381226,-0.241333,0.0,-0.04,0.0
1499782218736,3431,721,48.505803,-0.8792110000000001,0.154053,-0.380798,-0.241394,0.08,-0.03,0.08
1499782218789,3426,721,48.447446,-0.879395,0.15387,-0.380371,-0.241516,0.02,-0.01,0.02
1499782218842,3430,721,48.357877,-0.8798219999999999,0.153748,-0.379639,-0.24115,0.01,-0.08,0.01
1499782218894,3436,721,48.308968,-0.8800049999999999,0.153625,-0.379272,-0.24115,0.08,0.09,0.08
1499782218947,3447,721,48.25272,-0.88031,0.153564,-0.378845,-0.240845,-0.01,0.03,-0.01
1499782219000,3453,721,48.175298,-0.8807370000000001,0.153076,-0.378357,-0.240295,-0.04,0.02,-0.04
1499782219052,3461,762,48.11898400000001,-0.881042,0.152771,-0.377991,-0.239929,-0.12,0.05,-0.12
1499782219105,3462,762,48.168595,-0.881165,0.15325899999999998,-0.378235,-0.238831,-0.05,0.01,-0.05
1499782219157,3465,762,48.254451,-0.8813479999999999,0.154114,-0.378601,-0.236938,0.2,0.02,0.2
1499782219210,3453,762,48.223524,-0.881592,0.154297,-0.378296,-0.236511,0.0,0.08,0.0
1499782219263,3445,762,48.166738,-0.881653,0.15399200000000002,-0.37793,-0.237061,-0.15,-0.06,-0.15
1499782219315,3431,762,48.241653,-0.881165,0.153748,-0.378601,-0.23773200000000005,0.21,0.13,0.21
1499782219368,3432,762,48.246009,-0.881042,0.153442,-0.378784,-0.238159,0.17,-0.02,0.17
1499782219421,3438,762,48.132601,-0.8818360000000001,0.151917,-0.378418,-0.236755,0.03,0.05,0.03
1499782219473,3434,762,48.058878,-0.882324,0.151123,-0.378113,-0.235962,0.05,-0.02,0.05
1499782219526,3435,805,47.933106,-0.8829959999999999,0.150085,-0.377441,-0.235168,0.01,0.07,0.01
1499782219578,3439,805,47.829135,-0.883545,0.149353,-0.376892,-0.234619,0.08,0.0,0.08
1499782219631,3450,805,47.66032,-0.8842770000000001,0.147766,-0.376038,-0.234131,-0.02,0.11,-0.02
1499782219684,3463,805,47.542048,-0.8850100000000001,0.146179,-0.375671,-0.233032,0.0,0.07,0.0
1499782219736,3471,805,47.529623,-0.8851319999999999,0.14562999999999998,-0.375732,-0.232666,0.07,-0.05,0.07
1499782219789,3472,805,47.48549000000001,-0.885315,0.145325,-0.375488,-0.232605,0.07,0.0,0.07
1499782219842,3463,805,47.434764,-0.885498,0.14514200000000002,-0.375122,-0.232605,0.03,-0.14,0.03
1499782219894,3449,805,47.398293,-0.885559,0.14502,-0.374878,-0.23291,-0.03,0.22,-0.03
1499782219947,3444,805,47.390334,-0.885559,0.145081,-0.374756,-0.232971,0.04,0.0,0.04
1499782220000,3440,805,47.327047,-0.8858030000000001,0.144775,-0.374329,-0.23291,-0.06,-0.05,-0.06
1499782220055,3438,775,47.313635,-0.885742,0.144653,-0.374268,-0.233337,0.0,0.08,0.0
1499782220111,3436,775,47.287897,-0.8858030000000001,0.144714,-0.374023,-0.23345900000000006,0.06,0.07,0.06
1499782220166,3442,775,47.26031,-0.8858030000000001,0.144714,-0.373779,-0.23382600000000006,-0.1,0.08,-0.1
1499782220222,3446,775,47.264291,-0.885742,0.144714,-0.373779,-0.233948,-0.03,0.01,-0.03
1499782220277,3457,775,47.273111,-0.8856809999999999,0.144653,-0.373962,-0.234192,0.13,0.21,0.13
1499782220333,3457,775,47.250347,-0.8858030000000001,0.14447000000000002,-0.373779,-0.233948,-0.07,-0.11,-0.07
1499782220388,3462,775,47.241004,-0.885925,0.14440899999999998,-0.373779,-0.233704,-0.01,0.02,-0.01
1499782220444,3468,775,47.246831,-0.885925,0.14447000000000002,-0.373779,-0.233582,0.03,-0.03,0.03
1499782220500,3455,775,47.25128,-0.885925,0.14447000000000002,-0.373779,-0.23345900000000006,-0.02,-0.01,-0.02
1499782220555,3451,775,47.252656,-0.885925,0.144531,-0.373779,-0.23345900000000006,0.05,0.07,0.05
1499782220611,3441,785,47.28652,-0.8858030000000001,0.144653,-0.374023,-0.23345900000000006,0.09,0.06,0.09
1499782220666,3440,785,47.262959,-0.885864,0.144653,-0.37384,-0.233582,0.06,0.0,0.06
1499782220722,3439,785,47.249585,-0.885925,0.144592,-0.373779,-0.233582,0.03,0.09,0.03
1499782220777,3439,785,47.253615,-0.885864,0.144653,-0.373718,-0.233643,0.03,0.07,0.03
1499782220833,3440,785,47.25871,-0.8858030000000001,0.144958,-0.373657,-0.23382600000000006,-0.02,-0.01,-0.02
1499782220888,3441,785,47.257017,-0.8858030000000001,0.145081,-0.373657,-0.233948,0.01,0.07,0.01
1499782220944,3446,785,47.257017,-0.8858030000000001,0.145081,-0.373657,-0.233948,0.06,0.01,0.06
1499782221000,3449,785,47.247672,-0.8858030000000001,0.145081,-0.373535,-0.234009,0.02,-0.02,0.02
1499782221052,3453,785,47.260995,-0.885742,0.145081,-0.373657,-0.23407,-0.02,0.0,-0.02
1499782221105,3449,785,47.260995,-0.885742,0.145081,-0.373657,-0.23407,0.03,0.07,0.03
1499782221157,3454,785,47.265401,-0.885742,0.14502,-0.373718,-0.234009,-0.03,0.01,-0.03
1499782221210,3458,765,47.241149,-0.885864,0.144653,-0.373657,-0.233887,0.0,0.07,0.0
1499782221263,3461,765,47.235314,-0.885864,0.144592,-0.373657,-0.234009,0.07,0.04,0.07
1499782221315,3465,765,47.235314,-0.885864,0.144592,-0.373657,-0.234009,0.06,0.02,0.06
1499782221368,3469,765,47.220037,-0.885925,0.144348,-0.373596,-0.233948,-0.13,0.07,-0.13
1499782221421,3476,765,47.255571,-0.8858030000000001,0.144287,-0.373901,-0.233887,-0.01,0.02,-0.01
1499782221473,3480,765,47.272462,-0.885742,0.144287,-0.374084,-0.233948,0.03,0.07,0.03
1499782221526,3482,765,47.308507,-0.8856200000000001,0.144348,-0.37439,-0.233948,0.05,-0.01,0.05
1499782221578,3480,765,47.337751,-0.885437,0.144287,-0.374634,-0.234192,-0.05,0.06,-0.05
1499782221631,3484,765,47.370897,-0.885193,0.14416500000000002,-0.374939,-0.234619,-0.03,0.02,-0.03
1499782221684,3487,655,47.402636,-0.884949,0.143982,-0.375244,-0.235046,0.02,0.06,0.02
1499782221736,3486,655,47.391994,-0.8850100000000001,0.143982,-0.375244,-0.235107,-0.11,0.04,-0.11
1499782221789,3488,655,47.453836,-0.884827,0.144104,-0.375671,-0.234863,-0.06,-0.05,-0.06
1499782221842,3488,655,47.4924,-0.8846440000000001,0.144104,-0.375977,-0.234985,0.04,0.08,0.04
1499782221894,3489,655,47.53198,-0.8845209999999999,0.144226,-0.376282,-0.234924,0.05,0.05,0.05
1499782221947,3494,655,47.600018,-0.884338,0.14440899999999998,-0.376831,-0.234741,-0.04,0.05,-0.04
1499782222000,3497,655,47.710126,-0.883972,0.144714,-0.377625,-0.234558,0.0,0.11,0.0
1499782222055,3497,655,47.844454,-0.883423,0.14514200000000002,-0.378662,-0.234863,0.07,0.07,0.07
1499782222111,3502,655,47.918777,-0.8831180000000001,0.145264,-0.379211,-0.234924,0.07,0.02,0.07
1499782222166,3500,655,47.992425,-0.882935,0.145508,-0.379761,-0.234619,-0.01,0.09,-0.01
1499782222222,3499,604,48.087247,-0.88269,0.145813,-0.380432,-0.234192,0.03,0.02,0.03
1499782222277,3503,604,48.180116,-0.8823850000000001,0.145996,-0.381165,-0.23407,0.06,0.0,0.06
1499782222333,3506,604,48.253917,-0.882141,0.146179,-0.381714,-0.233948,0.07,0.03,0.07
1499782222388,3509,604,48.50792,-0.881165,0.146484,-0.383789,-0.234131,0.11,0.11,0.11
1499782222444,3512,604,48.682313,-0.8805540000000001,0.14679,-0.385132,-0.233948,-0.01,0.0,-0.01
1499782222500,3515,604,48.811031,-0.8800049999999999,0.146912,-0.386169,-0.234192,0.09,0.1,0.09
1499782222555,3514,604,48.918758,-0.879639,0.147095,-0.387024,-0.23407,0.12,0.03,0.12
1499782222611,3519,604,48.94533300000001,-0.879395,0.147217,-0.387207,-0.234619,0.14,-0.01,0.14
1499782222666,3522,604,48.98096500000001,-0.8792719999999999,0.147278,-0.387512,-0.234619,0.15,-0.05,0.15
1499782222722,3518,604,48.988852,-0.8792719999999999,0.147339,-0.387512,-0.234436,0.02,0.07,0.02
1499782222777,3517,629,48.969658,-0.879395,0.1474,-0.387329,-0.234253,0.0,0.03,0.0
1499782222833,3508,629,48.949838,-0.879639,0.147644,-0.387085,-0.233643,0.13,0.04,0.13
1499782222888,3504,629,48.894677,-0.8799440000000001,0.147705,-0.386597,-0.233276,-0.11,-0.01,-0.11
1499782222944,3502,629,48.86088400000001,-0.880127,0.147705,-0.386292,-0.233032,-0.01,0.02,-0.01
1499782223000,3496,629,48.7831,-0.8803709999999999,0.147522,-0.385742,-0.233276,-0.09,0.05,-0.09
1499782223052,3495,629,48.782575,-0.8803709999999999,0.147339,-0.385803,-0.233276,0.1,0.0,0.1
1499782223105,3491,629,48.665751,-0.880676,0.147034,-0.384888,-0.233704,0.02,0.17,0.02
1499782223157,3489,629,48.571598,-0.8809809999999999,0.146973,-0.384155,-0.233948,0.18,0.09,0.18
1499782223210,3488,629,48.471577,-0.881287,0.146973,-0.383301,-0.234192,-0.04,-0.04,-0.04
1499782223263,3485,629,48.40972100000001,-0.8814700000000001,0.14679,-0.382812,-0.234314,-0.03,0.1,-0.03
1499782223315,3482,651,48.310942,-0.8818360000000001,0.14666700000000002,-0.382019,-0.234314,-0.01,0.01,-0.01
1499782223368,3479,651,48.183504,-0.882202,0.146973,-0.380798,-0.23468000000000006,-0.01,0.06,-0.01
1499782223421,3475,651,48.04329600000001,-0.88269,0.147217,-0.379517,-0.234802,0.0,0.0,0.0
1499782223473,3471,651,47.947342,-0.8829959999999999,0.14715599999999998,-0.378723,-0.234985,0.0,0.0,0.0
1499782223526,3474,651,47.890206,-0.883179,0.147034,-0.378296,-0.235107,0.01,0.04,0.01
1499782223578,3470,651,47.761955,-0.883667,0.146423,-0.377441,-0.235046,0.0,0.04,0.0
1499782223631,3470,651,47.757006,-0.883667,0.146362,-0.37738,-0.235046,0.01,0.02,0.01
1499782223684,3473,651,47.735699,-0.8837280000000001,0.146301,-0.377258,-0.235168,0.03,0.03,0.03
1499782223736,3461,651,47.703388,-0.88385,0.146301,-0.376953,-0.235107,0.05,0.07,0.05
1499782223789,3469,681,47.699782,-0.88385,0.14624,-0.376953,-0.235168,0.07,0.07,0.07
1499782223842,3467,681,47.677121,-0.8839110000000001,0.146179,-0.37677,-0.235229,0.04,0.06,0.04
1499782223894,3464,681,47.625649,-0.884094,0.146057,-0.376404,-0.235291,0.06,0.06,0.06
1499782223947,3464,681,47.587426,-0.884216,0.14593499999999998,-0.37616,-0.235413,0.04,-0.01,0.04
1499782224000,3465,681,47.55147,-0.884338,0.145874,-0.375854,-0.235413,0.02,0.08,0.02
1499782224055,3467,681,47.519067,-0.88446,0.145813,-0.37561,-0.235413,0.0,0.06,0.0
1499782224111,3463,681,47.522683,-0.88446,0.145874,-0.37561,-0.235352,0.0,0.03,0.0
1499782224166,3461,681,47.516579,-0.8845209999999999,0.14593499999999998,-0.375549,-0.235229,0.04,0.03,0.04
1499782224222,3460,681,47.516579,-0.8845209999999999,0.14593499999999998,-0.375549,-0.235229,0.06,0.05,0.06
1499782224277,3457,681,47.508073,-0.8845209999999999,0.145874,-0.375427,-0.235229,-0.03,0.06,-0.03
1499782224333,3460,682,47.508073,-0.8845209999999999,0.145874,-0.375427,-0.235229,0.02,0.08,0.02
1499782224388,3459,682,47.488944,-0.884583,0.145813,-0.375305,-0.235291,0.05,-0.07,0.05
1499782224444,3457,682,47.474756,-0.8846440000000001,0.145813,-0.375244,-0.235352,0.07,0.1,0.07
1499782224500,3456,682,47.467577,-0.8846440000000001,0.145752,-0.375183,-0.235413,0.01,0.04,0.01
1499782224555,3457,682,47.496121,-0.884583,0.145874,-0.375366,-0.235229,0.12,0.17,0.12
1499782224611,3459,682,47.518493,-0.884583,0.145996,-0.375549,-0.234985,0.08,0.0,0.08
1499782224666,3459,682,47.501967,-0.884583,0.14593499999999998,-0.375366,-0.235107,0.08,-0.01,0.08
1499782224722,3458,682,47.469868,-0.8846440000000001,0.145813,-0.375122,-0.235291,0.01,0.12,0.01
1499782224777,3458,682,47.450732,-0.884705,0.145752,-0.375,-0.235352,0.03,0.05,0.03
1499782224833,3457,682,47.450732,-0.884705,0.145752,-0.375,-0.235352,0.03,0.01,0.03
1499782224888,3460,667,47.450732,-0.884705,0.145752,-0.375,-0.235352,0.05,0.05,0.05
1499782224944,3459,667,47.450732,-0.884705,0.145752,-0.375,-0.235352,0.04,0.09,0.04
1499782225000,3458,667,47.450732,-0.884705,0.145752,-0.375,-0.235352,0.04,0.06,0.04
1499782225052,3456,667,47.450732,-0.884705,0.145752,-0.375,-0.235352,0.0,0.08,0.0
1499782225105,3460,667,47.46625,-0.8846440000000001,0.145752,-0.375122,-0.235352,0.01,0.07,0.01
1499782225157,3456,667,47.448439,-0.884705,0.145691,-0.375061,-0.235474,0.1,0.1,0.1
1499782225210,3454,667,47.454292,-0.884705,0.145752,-0.375061,-0.235352,-0.02,-0.01,-0.02
1499782225263,3453,667,47.454292,-0.884705,0.145752,-0.375061,-0.235352,0.06,0.13,0.06
1499782225315,3452,667,47.454292,-0.884705,0.145752,-0.375061,-0.235352,0.03,0.11,0.03
1499782225368,3452,665,47.431592,-0.8847659999999999,0.145691,-0.374878,-0.235413,-0.07,0.11,-0.07
1499782225421,3449,665,47.425736,-0.8847659999999999,0.14562999999999998,-0.374878,-0.235535,0.0,0.13,0.0
1499782225473,3452,665,47.473426,-0.88446,0.14562999999999998,-0.375244,-0.235962,0.0,0.07,0.0
1499782225526,3456,665,47.497506,-0.8843989999999999,0.145752,-0.375427,-0.23590100000000006,0.1,-0.03,0.1
1499782225578,3462,665,47.593842,-0.883667,0.146484,-0.375916,-0.237244,0.07,-0.02,0.07
1499782225631,3479,665,47.628624,-0.882812,0.147278,-0.375977,-0.240051,0.1,-0.01,0.1
1499782225684,3486,665,47.563963,-0.88208,0.147949,-0.375122,-0.24353,-0.09,0.01,-0.09
1499782225736,3502,665,47.5305,-0.8814700000000001,0.148743,-0.374512,-0.246155,-0.07,0.15,-0.07
1499782225789,3512,665,47.516357,-0.8811040000000001,0.14941400000000002,-0.374146,-0.247681,0.0,0.13,0.0
1499782225842,3518,665,47.42056,-0.8812260000000001,0.14971900000000002,-0.37323,-0.248535,-0.04,0.11,-0.04
1499782225894,3510,665,47.29113,-0.881592,0.14971900000000002,-0.37207,-0.24884,0.02,-0.02,0.02
1499782225947,3496,593,47.031872,-0.882141,0.149658,-0.369873,-0.250244,0.04,0.16,0.04
1499782226000,3494,593,46.850747,-0.8825069999999999,0.149048,-0.36853,-0.251221,0.19,0.09,0.19
1499782226052,3499,593,46.728966,-0.882812,0.148743,-0.367615,-0.251709,0.09,0.18,0.09
1499782226105,3498,593,46.680938,-0.882935,0.148376,-0.36731,-0.251831,0.07,-0.01,0.07
1499782226157,3503,593,46.668601,-0.8829959999999999,0.148315,-0.36731,-0.251892,0.06,0.08,0.06
1499782226210,3502,593,46.67487,-0.8829959999999999,0.148376,-0.36731,-0.25177,0.08,0.0,0.08
1499782226263,3513,593,46.719297,-0.8828739999999999,0.148438,-0.367676,-0.251648,0.06,-0.01,0.06
1499782226315,3526,593,46.812433,-0.882568,0.148438,-0.368469,-0.251526,-0.01,0.26,-0.01
1499782226368,3532,593,46.919079,-0.8822629999999999,0.148254,-0.369446,-0.251221,-0.01,0.04,-0.01
1499782226421,3541,593,47.03585800000001,-0.881958,0.147949,-0.370605,-0.250854,-0.03,0.14,-0.03
1499782226473,3533,582,47.140263,-0.881775,0.147217,-0.371765,-0.250122,-0.02,0.47,-0.02
1499782226526,3504,582,46.779061,-0.883972,0.14593499999999998,-0.369202,-0.247009,0.12,-0.3,0.12
1499782226578,3513,582,46.421525,-0.8851319999999999,0.146301,-0.365967,-0.247437,0.13,-0.06,0.13
1499782226631,3515,582,46.117501,-0.8858030000000001,0.14898699999999998,-0.362244,-0.248901,0.15,-0.08,0.15
