Time,proximity,ambient,leanForward,qW,qX,qY,qZ,aX,aY,aZ
1499782200736,3519,270,15.019460999999998,-0.969299,0.074646,-0.107239,-0.208252,0.02,0.25,0.02
1499782200789,3515,270,14.887226,-0.969482,0.073914,-0.106384,-0.20813,-0.11,0.07,-0.11
1499782200842,3524,270,14.851645,-0.969543,0.073547,-0.106445,-0.20813,0.05,-0.04,0.05
1499782200894,3523,270,14.87955,-0.96936,0.073181,-0.106812,-0.20874,-0.02,0.03,-0.02
1499782200947,3534,270,14.94834,-0.969238,0.07312,-0.107666,-0.208984,-0.08,0.03,-0.08
1499782201000,3548,270,15.019866,-0.969177,0.07281499999999999,-0.108582,-0.208862,0.15,0.12,0.15
1499782201055,3611,298,15.158949,-0.969055,0.07281499999999999,-0.109924,-0.208618,-0.03,-0.04,-0.03
1499782201111,3621,298,15.244946,-0.968933,0.072937,-0.110901,-0.208801,0.05,0.07,0.05
1499782201166,3608,298,15.366875,-0.968567,0.073059,-0.111877,-0.209717,0.01,0.03,0.01
1499782201222,3570,298,15.473992,-0.967957,0.07299800000000001,-0.11322,-0.212036,0.01,-0.02,0.01
1499782201277,3558,298,15.591595000000002,-0.96759,0.073242,-0.114075,-0.212952,0.11,0.11,0.11
1499782201333,3540,298,15.667628,-0.967529,0.073853,-0.114502,-0.21283,0.4,-0.09,0.4
1499782201388,3545,298,15.625928,-0.967712,0.074097,-0.114014,-0.21228,-0.03,0.4,-0.03
1499782201444,3552,298,15.660373000000002,-0.967773,0.074402,-0.114136,-0.211792,-0.08,0.09,-0.08
1499782201500,3552,298,15.76239,-0.967712,0.074585,-0.114929,-0.21142600000000006,0.0,0.0,0.0
1499782201555,3552,307,15.892587,-0.967651,0.07482899999999999,-0.116272,-0.21106,0.08,-0.03,0.08
1499782201611,3568,307,16.047856,-0.96759,0.075012,-0.117737,-0.210449,0.07,-0.12,0.07
1499782201666,3654,307,16.597882000000002,-0.967346,0.07482899999999999,-0.123474,-0.208374,0.18,0.12,0.18
1499782201722,3677,307,16.76908,-0.967285,0.07482899999999999,-0.125122,-0.207581,0.11,-0.05,0.11
1499782201777,3708,307,16.915936,-0.967224,0.074951,-0.126526,-0.20697,-0.13,0.01,-0.13
1499782201833,3681,307,17.011989,-0.967163,0.07489,-0.127625,-0.206726,-0.04,-0.02,-0.04
1499782201888,3599,307,16.894879,-0.967285,0.074585,-0.12658699999999998,-0.206848,0.11,0.13,0.11
1499782201944,3563,307,16.789414,-0.967346,0.074402,-0.125549,-0.20715300000000006,0.14,0.0,0.14
1499782202000,3555,307,16.502748999999998,-0.967529,0.074158,-0.12298599999999997,-0.20813,-0.2,-0.08,-0.2
1499782202052,3556,307,16.339736,-0.967651,0.07366900000000001,-0.121582,-0.208496,0.11,0.35,0.11
1499782202105,3551,307,16.212137,-0.967773,0.073486,-0.1203,-0.208618,-0.03,-0.07,-0.03
1499782202157,3551,307,16.040982,-0.967896,0.07312,-0.118896,-0.209106,0.08,0.11,0.08
1499782202210,3546,307,15.91522,-0.968018,0.072632,-0.117859,-0.209229,-0.05,0.0,-0.05
1499782202263,3588,307,15.820915,-0.968201,0.07196,-0.117432,-0.208984,0.07,0.15,0.07
1499782202315,3632,307,15.839428,-0.968262,0.071655,-0.117737,-0.208557,-0.13,0.12,-0.13
1499782202368,3656,307,15.892272,-0.968201,0.071228,-0.118347,-0.208435,-0.02,0.05,-0.02
1499782202421,3669,307,15.838273,-0.968323,0.070618,-0.118408,-0.208313,0.0,0.1,0.0
1499782202473,3647,307,15.811675,-0.968506,0.069763,-0.118591,-0.207581,-0.07,0.09,-0.07
1499782202526,3568,307,15.7802,-0.968872,0.06854199999999999,-0.118896,-0.205994,-0.04,-0.13,-0.04
1499782202578,3541,307,15.648457,-0.969116,0.068115,-0.117981,-0.205688,-0.24,-0.09,-0.24
1499782202631,3526,322,15.606785999999998,-0.969177,0.06695599999999999,-0.118103,-0.205566,0.26,0.25,0.26
1499782202684,3518,322,15.26963,-0.969727,0.065613,-0.11554,-0.204895,-0.34,-0.47,-0.34
1499782202736,3518,322,15.027015,-0.970032,0.06439199999999999,-0.11377,-0.204773,-0.08,0.01,-0.08
1499782202789,3519,322,14.703647,-0.970459,0.06286599999999999,-0.111328,-0.204468,0.0,-0.06,0.0
1499782202842,3520,322,13.941671,-0.97113,0.058228,-0.106628,-0.205444,0.14,0.02,0.14
1499782202894,3542,322,13.643209,-0.971252,0.05658,-0.104431,-0.206299,0.21,-0.05,0.21
1499782202947,3568,322,13.285384,-0.971436,0.054749,-0.101807,-0.20715300000000006,0.05,0.1,0.05
1499782203000,3571,322,13.009543,-0.971558,0.053162,-0.100037,-0.207947,0.06,0.07,0.06
1499782203052,3560,322,12.787804,-0.971741,0.051819,-0.098572,-0.20813,0.04,0.16,0.04
1499782203105,3543,322,12.593424,-0.972046,0.05127,-0.097046,-0.207642,0.0,-0.06,0.0
1499782203157,3531,322,12.383587,-0.972473,0.050659,-0.095337,-0.206604,-0.03,0.21,-0.03
1499782203210,3499,322,12.202566,-0.972534,0.050598,-0.093506,-0.207092,-0.41,-0.56,-0.41
1499782203263,3501,322,12.120129,-0.97229,0.050049,-0.092896,-0.208557,0.1,0.23,0.1
1499782203315,3500,322,11.813433,-0.972534,0.050293,-0.08984400000000001,-0.208801,-0.17,0.21,-0.17
1499782203368,3495,322,11.575862,-0.973022,0.046631,-0.0896,-0.207581,0.05,0.38,0.05
1499782203421,3488,322,11.071257,-0.974365,0.035156,-0.08984400000000001,-0.203247,0.1,0.0,0.1
1499782203473,3501,322,10.918534,-0.974792,0.032349,-0.089539,-0.201843,0.25,-0.21,0.25
1499782203526,3507,322,10.765012,-0.975037,0.032349,-0.088135,-0.201294,0.09,-0.08,0.09
1499782203578,3515,322,10.604364,-0.975037,0.034241,-0.08569299999999999,-0.201843,-0.06,0.0,-0.06
1499782203631,3515,304,10.470574,-0.975037,0.03595,-0.083923,-0.202454,0.03,0.08,0.03
1499782203684,3513,304,10.362379,-0.975159,0.035889,-0.082886,-0.202271,-0.02,0.1,-0.02
1499782203736,3491,304,10.351388,-0.975159,0.034973000000000004,-0.083069,-0.202271,0.05,0.28,0.05
1499782203789,3480,304,10.345392,-0.975281,0.033447000000000005,-0.08367899999999999,-0.201721,-0.11,0.07,-0.11
1499782203842,3468,304,10.360412,-0.975525,0.031799,-0.084656,-0.200562,0.17,-0.05,0.17
1499782203894,3466,304,10.285651,-0.975647,0.030945,-0.083984,-0.200134,0.03,0.02,0.03
1499782203947,3471,304,10.130962,-0.975708,0.029724,-0.083008,-0.200439,0.02,0.0,0.02
1499782204000,3472,304,9.944635,-0.975586,0.028198,-0.081787,-0.201721,-0.02,0.07,-0.02
1499782204055,3468,304,9.85523,-0.975586,0.027466,-0.081299,-0.202087,-0.02,0.0,-0.02
1499782204111,3475,304,9.791555,-0.975586,0.026794,-0.081116,-0.202393,0.05,0.09,0.05
1499782204166,3486,313,9.77087,-0.975647,0.026489,-0.08081100000000001,-0.202087,-0.02,-0.04,-0.02
1499782204222,3481,313,9.716112,-0.97583,0.026367,-0.08038300000000001,-0.201416,0.12,-0.02,0.12
1499782204277,3484,313,9.550653,-0.976135,0.025757,-0.078979,-0.2005,-0.04,-0.03,-0.04
1499782204333,3490,313,9.377324,-0.976196,0.025269,-0.07782,-0.200928,0.05,0.33,0.05
1499782204388,3508,313,9.156374,-0.976562,0.025208,-0.075745,-0.19989,-0.2,-0.03,-0.2
1499782204444,3517,313,9.068934,-0.976562,0.024963,-0.075195,-0.200256,-0.17,-0.49,-0.17
1499782204500,3563,313,9.028231,-0.976562,0.023865,-0.075134,-0.200378,-0.05,0.05,-0.05
1499782204555,3586,313,9.138911,-0.976196,0.021545,-0.076843,-0.201782,0.05,0.1,0.05
1499782204611,3633,313,9.783271,-0.975525,0.017029,-0.08374,-0.202759,0.41,-0.02,0.41
1499782204666,3610,313,9.671801,-0.97583,0.015503,-0.082825,-0.201599,0.32,-0.13,0.32
1499782204722,3579,250,9.340093,-0.975952,0.014709,-0.080078,-0.202209,0.17,0.27,0.17
1499782204777,3545,250,8.880276,-0.976074,0.014343,-0.07623300000000001,-0.203247,-0.37,0.43,-0.37
1499782204833,3533,250,8.865047,-0.976196,0.014526,-0.07586699999999999,-0.202637,-0.11,-0.11,-0.11
1499782204888,3530,250,9.103012,-0.976196,0.015259,-0.077698,-0.201782,0.04,-0.14,0.04
1499782204944,3524,250,9.295658,-0.976074,0.016663,-0.079163,-0.201721,0.06,0.08,0.06
1499782205000,3527,250,9.425115,-0.975891,0.018555,-0.0802,-0.202271,0.09,0.03,0.09
1499782205055,3524,250,9.563601,-0.975647,0.02002,-0.081055,-0.202942,0.04,0.04,0.04
1499782205111,3523,250,9.786726,-0.975281,0.022339,-0.082214,-0.203796,0.05,-0.03,0.05
1499782205166,3520,250,10.015876,-0.974976,0.025269,-0.08343500000000001,-0.204407,0.05,0.0,0.05
1499782205222,3507,250,10.702429,-0.973816,0.03186,-0.087524,-0.207275,-0.15,0.1,-0.15
1499782205277,3509,254,11.212688,-0.973083,0.034851,-0.091309,-0.20874,-0.05,0.14,-0.05
1499782205333,3515,254,11.789922,-0.972412,0.03772,-0.095459,-0.209412,0.09,0.19,0.09
1499782205388,3516,254,12.284146,-0.971802,0.039917,-0.099304,-0.210144,0.12,0.29,0.12
1499782205444,3526,254,12.788236,-0.971375,0.042175,-0.103088,-0.209839,0.12,-0.07,0.12
1499782205500,3523,254,13.245881,-0.970886,0.044617,-0.106262,-0.2099,0.09,0.04,0.09
1499782205555,3510,254,13.660831,-0.970276,0.047668,-0.108948,-0.210754,0.0,0.16,0.0
1499782205611,3481,254,14.324094,-0.96936,0.052673000000000005,-0.11303699999999997,-0.21167,0.31,-0.17,0.31
1499782205666,3475,254,14.81655,-0.968262,0.057739,-0.115173,-0.21405,0.02,0.16,0.02
1499782205722,3476,254,15.297528,-0.967102,0.063599,-0.116821,-0.216736,0.14,-0.55,0.14
1499782205777,3478,254,15.757110999999998,-0.966003,0.069092,-0.118347,-0.219177,0.02,0.23,0.02
1499782205833,3465,323,16.813645,-0.963806,0.075806,-0.124939,-0.2229,0.06,-0.13,0.06
1499782205888,3466,323,17.361925,-0.96228,0.077087,-0.1297,-0.226318,-0.23,0.02,-0.23
1499782205944,3476,323,18.104012,-0.96051,0.078064,-0.136597,-0.229492,0.09,0.28,0.09
1499782206000,3485,323,18.766809,-0.959106,0.07714800000000001,-0.143555,-0.231323,0.07,-0.07,0.07
1499782206052,3509,323,19.27434,-0.958252,0.075134,-0.149536,-0.23175,0.01,0.27,0.01
1499782206105,3521,323,19.532361,-0.95813,0.07196,-0.153564,-0.230652,-0.15,-0.14,-0.15
1499782206157,3533,323,19.867257,-0.957947,0.068176,-0.158386,-0.229248,0.0,-0.05,0.0
1499782206210,3533,323,20.101599,-0.957764,0.064087,-0.16229200000000002,-0.228516,-0.64,-0.43,-0.64
1499782206263,3502,323,20.694089,-0.957092,0.059631,-0.169434,-0.227417,0.01,0.0,0.01
1499782206315,3486,323,21.309584,-0.95636,0.05304,-0.177124,-0.226257,-0.15,0.49,-0.15
1499782206368,3472,339,21.771107,-0.956482,0.043335000000000005,-0.183777,-0.222412,0.6,0.56,0.6
1499782206421,3469,339,22.103553,-0.960022,0.027527,-0.189636,-0.203918,0.38,0.2,0.38
1499782206473,3467,339,22.343039,-0.961548,0.022888,-0.192383,-0.194641,-0.15,-0.44,-0.15
1499782206526,3471,339,22.592741,-0.962036,0.022217,-0.194641,-0.190063,-0.25,0.02,-0.25
1499782206578,3476,339,23.030417,-0.961792,0.022583,-0.198303,-0.187317,0.08,0.25,0.08
1499782206631,3478,339,23.426591,-0.96167,0.021729,-0.201904,-0.184387,-0.17,0.05,-0.17
1499782206684,3496,339,23.883491,-0.961426,0.019897,-0.205994,-0.181274,-0.05,0.15,-0.05
1499782206736,3499,339,24.231628,-0.961304,0.018433,-0.209045,-0.17840599999999998,0.01,0.11,0.01
1499782206789,3506,339,24.602414000000003,-0.961243,0.017212,-0.212402,-0.175049,-0.13,-0.12,-0.13
1499782206842,3490,339,24.914141,-0.960938,0.0177,-0.215027,-0.17346199999999998,-0.04,0.09,-0.04
1499782206894,3469,236,25.05374,-0.960693,0.018188,-0.216187,-0.17334000000000002,-0.28,0.06,-0.28
1499782206947,3462,236,25.351364,-0.960266,0.019104,-0.218628,-0.172485,-0.22,-0.05,-0.22
1499782207000,3465,236,26.57578,-0.957764,0.020752,-0.228943,-0.172852,0.1,0.23,0.1
1499782207052,3467,236,27.047896,-0.956848,0.020874,-0.23291,-0.172485,0.16,0.32,0.16
1499782207105,3465,236,27.270125,-0.956543,0.019104,-0.234924,-0.17157,0.01,0.41,0.01
1499782207157,3465,236,27.224356,-0.957153,0.018066,-0.23468000000000006,-0.168762,-0.17,0.12,-0.17
1499782207210,3465,236,27.213353,-0.957947,0.017151,-0.23468000000000006,-0.164368,0.14,-0.06,0.14
1499782207263,3468,236,27.102562,-0.958862,0.017212,-0.233704,-0.160278,0.09,-0.14,0.09
1499782207315,3478,236,26.875654,-0.959595,0.018066,-0.23175,-0.158752,-0.15,-0.1,-0.15
1499782207368,3488,236,27.029247,-0.959717,0.02002,-0.232849,-0.156006,-0.04,0.0,-0.04
1499782207421,3493,267,27.224403,-0.959412,0.022644,-0.234314,-0.15545699999999998,0.21,-0.11,0.21
1499782207473,3481,267,27.318361,-0.958984,0.025757,-0.234741,-0.156799,0.11,-0.24,0.11
1499782207526,3453,267,27.325414,-0.958618,0.029236,-0.234436,-0.158997,-0.01,0.22,-0.01
1499782207578,3441,267,27.79826,-0.956909,0.036926,-0.237305,-0.16308599999999998,0.03,0.01,0.03
1499782207631,3438,267,28.154365,-0.955383,0.043091,-0.239441,-0.167664,-0.13,0.23,-0.13
1499782207684,3432,267,28.711505,-0.95343,0.049683,-0.24292,-0.171753,-0.47,-0.25,-0.47
1499782207736,3430,267,29.774801,-0.949829,0.060852,-0.249634,-0.17840599999999998,-0.05,-0.44,-0.05
1499782207789,3429,267,30.901558,-0.945496,0.073181,-0.25616500000000003,-0.187256,0.22,0.0,0.22
1499782207842,3432,267,31.690914000000006,-0.9422,0.082275,-0.260376,-0.194214,0.02,-0.28,0.02
1499782207894,3431,468,32.654708,-0.938049,0.091553,-0.265808,-0.202576,0.42,0.21,0.42
1499782207947,3438,468,33.291646,-0.934998,0.097351,-0.269409,-0.209106,0.0,0.12,0.0
1499782208000,3433,468,34.005243,-0.932129,0.101868,-0.274109,-0.213623,0.25,0.28,0.25
1499782208055,3422,468,34.581644,-0.930115,0.10498,-0.27807600000000005,-0.215759,0.2,-0.06,0.2
1499782208111,3421,468,35.103691999999995,-0.928345,0.1073,-0.281799,-0.217285,-0.01,-0.12,-0.01
1499782208166,3412,468,36.517488,-0.924316,0.111816,-0.292725,-0.217957,0.33,0.0,0.33
1499782208222,3414,468,36.88463,-0.923279,0.11322,-0.295349,-0.21783400000000006,0.17,0.22,0.17
1499782208277,3411,468,37.395845,-0.922424,0.114075,-0.299561,-0.215271,0.14,0.16,0.14
1499782208333,3410,468,37.995645,-0.921753,0.11322,-0.305237,-0.210754,0.42,-0.06,0.42
1499782208388,3410,468,38.55761500000001,-0.921387,0.111694,-0.31073,-0.205078,0.37,-0.4,0.37
1499782208444,3416,488,39.296466,-0.920532,0.108948,-0.31811500000000004,-0.198914,0.39,0.01,0.39
1499782208500,3425,488,39.843336,-0.9198,0.106934,-0.323547,-0.194641,0.12,-0.53,0.12
1499782208555,3430,488,40.37591,-0.918274,0.107544,-0.327942,-0.194153,0.06,-0.25,0.06
1499782208611,3432,488,40.858103,-0.916504,0.110474,-0.331116,-0.195435,-0.15,0.08,-0.15
1499782208666,3424,488,41.518536,-0.914185,0.115234,-0.33520500000000003,-0.196594,-0.27,0.19,-0.27
1499782208722,3415,488,42.38007800000001,-0.911926,0.118591,-0.341431,-0.194214,0.16,0.36,0.16
1499782208777,3417,488,44.137404,-0.908569,0.118286,-0.356628,-0.182617,0.19,0.17,0.19
1499782208833,3417,488,44.790651,-0.907227,0.114929,-0.36322,-0.178223,0.09,-0.23,0.09
1499782208888,3414,488,45.587577,-0.905273,0.111755,-0.370972,-0.174377,-0.21,0.06,-0.21
1499782208944,3415,488,46.417757,-0.90271,0.109924,-0.378418,-0.17260699999999998,-0.17,-0.06,-0.17
1499782209000,3420,788,47.488846,-0.899292,0.109314,-0.387512,-0.170654,-0.32,-0.63,-0.32
1499782209055,3434,788,48.572429,-0.8955690000000001,0.105896,-0.3974,-0.16961700000000002,-0.06,0.02,-0.06
1499782209111,3447,788,49.529997,-0.8920899999999999,0.101746,-0.406311,-0.169312,-0.41,-0.06,-0.41
1499782209166,3454,788,50.500765,-0.8890379999999999,0.098877,-0.414978,-0.166321,-0.68,-0.1,-0.68
1499782209222,3449,788,51.324298,-0.88623,0.099915,-0.421387,-0.16449,-0.57,0.03,-0.57
1499782209277,3431,788,52.221282,-0.883179,0.10376,-0.427673,-0.162109,-0.15,-0.09,-0.15
1499782209333,3425,788,52.74493100000001,-0.881592,0.108582,-0.430725,-0.159607,0.05,-0.08,0.05
1499782209388,3425,788,53.462267,-0.879028,0.117371,-0.434204,-0.15802,-0.57,-0.21,-0.57
1499782209444,3426,788,53.512623,-0.878784,0.120361,-0.433838,-0.158386,-0.12,-0.09,-0.12
1499782209500,3433,936,53.799554,-0.877136,0.124329,-0.434998,-0.161011,-0.35,0.0,-0.35
1499782209555,3432,936,54.316012,-0.87439,0.12793,-0.438171,-0.164673,-0.23,0.14,-0.23
1499782209611,3439,936,54.601702,-0.872864,0.130554,-0.439697,-0.16656500000000002,0.04,-0.08,0.04
1499782209666,3446,936,54.646671,-0.8724370000000001,0.133728,-0.439087,-0.167786,0.04,-0.21,0.04
1499782209722,3454,936,54.598954000000006,-0.872498,0.135742,-0.438049,-0.168396,0.34,-0.4,0.34
1499782209777,3458,936,54.441605,-0.8724370000000001,0.13610799999999998,-0.436707,-0.172119,0.8,0.06,0.8
1499782209833,3444,936,54.018841,-0.87323,0.134705,-0.433716,-0.176758,0.63,0.0,0.63
1499782209888,3433,936,53.29584200000001,-0.875244,0.130798,-0.429016,-0.181091,-0.15,0.31,-0.15
1499782209944,3422,936,52.348557,-0.8787229999999999,0.126221,-0.422668,-0.182434,-0.64,0.02,-0.64
1499782210000,3408,936,51.688721,-0.8809809999999999,0.12207,-0.4185180000000001,-0.184021,0.14,-0.02,0.14
1499782210050,3410,945,51.536758,-0.881165,0.122131,-0.417236,-0.185913,0.12,0.22,0.12
1499782210100,3408,945,51.389764,-0.881531,0.122742,-0.415833,-0.186829,-0.08,0.06,-0.08
1499782210150,3410,945,51.442244,-0.881409,0.124329,-0.415771,-0.186401,-0.16,-0.04,-0.16
1499782210200,3416,945,51.762966,-0.880676,0.12646500000000002,-0.417786,-0.184021,0.16,0.07,0.16
1499782210250,3434,945,51.691248,-0.8818969999999999,0.128235,-0.416626,-0.179382,-1.07,-0.04,-1.07
1499782210300,3443,945,52.207551,-0.881042,0.131653,-0.4198,-0.173584,-0.13,-0.45,-0.13
1499782210350,3451,945,53.112671,-0.8783569999999999,0.136963,-0.425598,-0.169189,0.36,-0.29,0.36
1499782210400,3459,945,53.958053,-0.875793,0.143066,-0.430542,-0.164917,0.38,-0.2,0.38
1499782210450,3459,945,54.306428,-0.875183,0.146362,-0.432251,-0.160522,0.26,-0.36,0.26
1499782210500,3457,945,54.183001,-0.875916,0.146545,-0.431152,-0.15918,0.17,-0.25,0.17
1499782210550,3448,953,53.910054,-0.8764040000000001,0.143982,-0.42981,-0.162598,0.88,0.0,0.88
1499782210600,3443,953,53.73939100000001,-0.8765870000000001,0.141235,-0.429321,-0.165283,0.68,0.21,0.68
1499782210650,3433,953,53.75279200000001,-0.876282,0.137756,-0.430542,-0.16656500000000002,0.05,0.03,0.05
1499782210700,3428,953,53.869122,-0.8754270000000001,0.130859,-0.433655,-0.16864,-0.85,-0.35,-0.85
1499782210750,3426,953,53.914513,-0.874756,0.126648,-0.435242,-0.17108199999999998,-0.68,-0.11,-0.68
1499782210800,3425,953,54.18153100000001,-0.872986,0.123901,-0.438232,-0.174683,-0.04,0.34,-0.04
1499782210850,3428,953,54.571957,-0.8707280000000001,0.123657,-0.441467,-0.17804,0.29,0.45,0.29
1499782210900,3431,953,54.981376,-0.8688959999999999,0.12323,-0.444824,-0.17865,0.29,0.35,0.29
1499782210950,3433,953,55.419722,-0.867798,0.120911,-0.448975,-0.175171,0.03,0.04,0.03
1499782211000,3455,953,55.867052,-0.8671260000000001,0.118347,-0.453247,-0.16925,-0.07,-0.15,-0.07
1499782211055,3461,953,56.16551800000001,-0.867065,0.117798,-0.45575,-0.163025,-0.08,-0.4,-0.08
1499782211111,3481,933,56.522647,-0.866699,0.120911,-0.457825,-0.15704300000000002,0.06,-0.3,0.06
1499782211166,3470,933,56.660964,-0.866394,0.122681,-0.458435,-0.15545699999999998,0.03,-0.19,0.03
1499782211222,3465,933,56.98339,-0.8648680000000001,0.124939,-0.460388,-0.156372,-0.11,-0.05,-0.11
1499782211277,3455,933,57.30005300000001,-0.863159,0.126709,-0.462402,-0.158325,0.04,-0.01,0.04
1499782211333,3461,933,57.601786,-0.861633,0.128296,-0.464355,-0.159607,0.23,0.17,0.23
1499782211388,3464,933,57.673411,-0.861267,0.12878399999999998,-0.464783,-0.159912,0.24,0.06,0.24
1499782211444,3467,933,57.587329,-0.8615719999999999,0.128479,-0.464172,-0.160217,0.2,-0.01,0.2
1499782211500,3468,933,57.389767000000006,-0.862244,0.127808,-0.46283,-0.16125499999999998,0.05,0.03,0.05
1499782211555,3476,933,57.155125,-0.863159,0.12738,-0.461121,-0.161804,-0.05,0.02,-0.05
1499782211611,3495,889,57.055101,-0.8635860000000001,0.12738,-0.460266,-0.161621,-0.07,0.06,-0.07
1499782211666,3521,889,56.945908,-0.864075,0.127502,-0.459412,-0.161621,0.04,0.11,0.04
1499782211722,3492,889,56.49509000000001,-0.8660889999999999,0.127075,-0.455872,-0.160828,-0.02,-0.03,-0.02
1499782211777,3474,889,56.333999,-0.866821,0.127136,-0.45459,-0.160583,-0.06,-0.09,-0.06
1499782211833,3458,889,56.188306,-0.8673709999999999,0.126953,-0.453491,-0.16095,0.18,-0.07,0.18
1499782211888,3459,889,55.969308,-0.8681639999999999,0.126831,-0.451782,-0.161621,0.14,-0.12,0.14
1499782211944,3452,889,55.664586,-0.86908,0.126343,-0.449463,-0.163452,0.09,-0.13,0.09
1499782212000,3456,889,55.356155,-0.869934,0.126404,-0.44696,-0.165649,0.05,0.0,0.05
1499782212055,3454,889,55.129266,-0.870483,0.126648,-0.445068,-0.167664,0.02,0.05,0.02
1499782212111,3457,889,54.906411,-0.871216,0.126526,-0.443298,-0.168579,0.0,0.02,0.0
1499782212166,3468,900,54.776537,-0.871765,0.126404,-0.4423220000000001,-0.168579,0.02,-0.01,0.02
1499782212222,3489,900,54.648357,-0.8723139999999999,0.126221,-0.441345,-0.168457,0.03,-0.02,0.03
1499782212277,3492,900,54.550187,-0.872742,0.126038,-0.440613,-0.16833499999999998,-0.04,-0.01,-0.04
1499782212333,3485,900,54.265822,-0.8737790000000001,0.126038,-0.438293,-0.16888399999999998,-0.05,-0.09,-0.05
1499782212388,3460,900,54.14106999999999,-0.874268,0.126526,-0.437134,-0.168945,0.03,0.08,0.03
1499782212444,3451,900,54.024123,-0.874634,0.12725799999999998,-0.435974,-0.169495,0.0,-0.2,0.0
1499782212500,3449,900,53.934862,-0.8749389999999999,0.12731900000000002,-0.435242,-0.1698,0.0,-0.19,0.0
1499782212555,3454,900,53.904199,-0.8750610000000001,0.127502,-0.434937,-0.1698,-0.1,-0.01,-0.1
1499782212611,3450,900,53.913564,-0.8750610000000001,0.127441,-0.435059,-0.169678,0.06,-0.06,0.06
1499782212666,3445,900,53.734374,-0.875732,0.12725799999999998,-0.433655,-0.169922,-0.02,0.02,-0.02
1499782212722,3449,885,53.623487,-0.8760379999999999,0.126831,-0.432861,-0.170593,0.14,-0.02,0.14
1499782212777,3467,885,53.570521,-0.876099,0.126221,-0.432617,-0.17138699999999998,0.02,0.03,0.02
1499782212833,3471,885,53.547621,-0.87616,0.126038,-0.432495,-0.17157,0.03,0.11,0.03
1499782212888,3481,885,53.529969,-0.8762209999999999,0.125854,-0.432434,-0.171692,-0.04,0.03,-0.04
1499782212944,3474,885,53.560569,-0.876099,0.125916,-0.432617,-0.17157,0.01,-0.02,0.01
1499782213000,3469,885,53.560569,-0.876099,0.125916,-0.432617,-0.17157,0.04,-0.04,0.04
1499782213052,3457,885,53.527701,-0.8762209999999999,0.125854,-0.432373,-0.171631,0.05,-0.01,0.05
1499782213105,3454,885,53.41335600000001,-0.8765870000000001,0.125549,-0.431519,-0.172058,-0.02,0.07,-0.02
1499782213157,3445,885,53.367555,-0.87677,0.12548800000000002,-0.431213,-0.17218,0.22,0.2,0.22
1499782213210,3446,885,53.308133,-0.877014,0.125305,-0.430725,-0.171997,0.05,-0.04,0.05
1499782213263,3445,887,53.28456,-0.877136,0.125305,-0.430542,-0.171875,0.04,-0.02,0.04
1499782213315,3447,887,53.255387,-0.877258,0.125244,-0.430359,-0.17193599999999998,0.06,-0.02,0.06
1499782213368,3447,887,53.178456,-0.877502,0.125427,-0.429626,-0.172119,-0.03,-0.07,-0.03
1499782213421,3455,887,53.053731000000006,-0.8779299999999999,0.12548800000000002,-0.42865,-0.17260699999999998,0.17,0.08,0.17
1499782213473,3456,887,52.807588,-0.8787229999999999,0.125549,-0.426575,-0.173401,0.22,0.01,0.22
1499782213526,3461,887,52.479462,-0.8799440000000001,0.125244,-0.424011,-0.173828,0.01,0.01,0.01
1499782213578,3451,887,52.370945,-0.8797,0.12677,-0.422668,-0.17718499999999998,0.13,-0.01,0.13
1499782213631,3442,887,52.20732,-0.880066,0.127563,-0.421082,-0.178528,-0.02,-0.11,-0.02
1499782213684,3432,887,52.11045,-0.880188,0.12799100000000002,-0.420166,-0.17981,0.18,-0.06,0.18
1499782213736,3430,885,51.854036,-0.8807370000000001,0.128296,-0.417969,-0.182007,-0.13,-0.04,-0.13
1499782213789,3432,885,51.675545,-0.8813479999999999,0.128235,-0.416504,-0.182373,-0.03,0.01,-0.03
1499782213842,3429,885,51.497731,-0.881958,0.128418,-0.414978,-0.182739,-0.05,-0.1,-0.05
1499782213894,3432,885,51.4068,-0.8822629999999999,0.128174,-0.414368,-0.183105,0.22,-0.15,0.22
1499782213947,3439,885,51.270238,-0.8822629999999999,0.12884500000000002,-0.413025,-0.185608,-0.08,0.21,-0.08
1499782214000,3440,885,51.248283,-0.882446,0.12854000000000002,-0.412903,-0.185059,0.0,0.0,0.0
1499782214052,3447,885,51.210907,-0.882202,0.128906,-0.412476,-0.18689,0.04,-0.1,0.04
1499782214105,3444,885,51.222245,-0.8818360000000001,0.128723,-0.412659,-0.188477,-0.14,0.04,-0.14
1499782214157,3433,885,51.231931,-0.881775,0.128906,-0.412659,-0.188538,-0.01,0.01,-0.01
1499782214210,3421,885,51.191682,-0.881958,0.129028,-0.412292,-0.188416,0.11,-0.02,0.11
1499782214263,3419,941,51.04226,-0.882568,0.128662,-0.411194,-0.188293,0.1,-0.06,0.1
1499782214315,3417,941,50.874976,-0.882935,0.128723,-0.40979,-0.189575,-0.11,-0.15,-0.11
1499782214368,3415,941,50.740396,-0.883057,0.128601,-0.408691,-0.191345,0.0,0.02,0.0
1499782214421,3421,941,50.640884,-0.8829959999999999,0.128967,-0.407776,-0.19342,-0.15,0.09,-0.15
1499782214473,3418,941,50.707342,-0.8823850000000001,0.129883,-0.40802,-0.195007,0.08,-0.12,0.08
1499782214526,3423,941,50.656497,-0.8825069999999999,0.129578,-0.407715,-0.195374,0.14,-0.07,0.14
